,count,Random,MostPopular,UserItemAvg,UserKNN,UserKNNAvg,NMF,SVD
5828,0.0044039005976722,8,0,8,8,8,8,8
20364,0.0044039005976722,11,0,7,7,7,7,7
19785,0.0044039005976722,7,0,6,6,6,6,6
22124,0.0044039005976722,9,0,2,2,2,2,2
15645,0.0044039005976722,9,0,5,6,5,6,6
14818,0.0044039005976722,4,0,6,6,6,6,6
2737,0.0044039005976722,9,0,4,4,4,4,4
2595,0.0044039005976722,7,0,9,6,8,10,10
10418,0.0044039005976722,8,0,7,7,7,7,7
14138,0.0044039005976722,4,0,6,6,6,6,6
8696,0.0044039005976722,9,0,5,6,5,4,5
2171,0.0044039005976722,7,0,7,7,7,7,6
8131,0.0044039005976722,3,0,7,7,7,7,7
3189,0.0044039005976722,7,0,3,3,3,5,4
1527,0.0044039005976722,7,0,5,6,6,6,5
15118,0.0044039005976722,6,0,6,6,6,5,6
22277,0.0044039005976722,10,0,3,3,3,3,3
9547,0.0044039005976722,5,0,5,5,5,5,5
17694,0.0044039005976722,8,0,7,7,7,6,7
11572,0.0044039005976722,6,0,3,2,3,3,3
727,0.0044039005976722,10,0,5,5,5,5,5
3921,0.0044039005976722,8,0,6,6,6,7,6
20927,0.0044039005976722,7,0,5,5,7,6,5
21386,0.0044039005976722,9,0,3,3,3,3,3
11948,0.0044039005976722,3,0,4,4,4,4,4
10027,0.0044039005976722,3,0,8,10,9,9,10
7254,0.0044039005976722,9,0,3,3,3,3,3
6156,0.0042466184334696,9,0,6,6,6,6,6
14709,0.0042466184334696,7,0,3,3,3,3,3
8813,0.0042466184334696,5,0,7,7,6,7,6
22730,0.0042466184334696,8,0,6,6,6,7,7
8472,0.0042466184334696,8,0,3,3,3,3,3
8686,0.0042466184334696,9,0,3,3,3,3,3
20243,0.0042466184334696,3,0,7,7,7,7,7
12,0.0042466184334696,6,0,2,2,2,2,2
4013,0.0042466184334696,8,0,9,9,9,9,9
14176,0.0042466184334696,10,0,5,5,5,5,5
781,0.0042466184334696,14,0,4,4,4,3,4
21648,0.0042466184334696,5,0,4,3,2,3,4
22935,0.0042466184334696,6,0,4,5,5,5,4
2226,0.0042466184334696,8,0,4,4,4,4,4
17866,0.0042466184334696,7,0,5,5,6,5,5
17827,0.0042466184334696,9,0,3,3,3,2,2
9992,0.0042466184334696,6,0,5,5,5,5,5
3117,0.0042466184334696,5,0,5,5,5,5,5
7670,0.0042466184334696,7,0,8,8,8,8,8
8515,0.0042466184334696,3,0,0,0,0,0,0
18135,0.0042466184334696,6,0,3,3,3,3,3
24925,0.0042466184334696,9,0,7,7,7,7,7
3766,0.0042466184334696,6,0,5,5,5,5,5
3890,0.0042466184334696,10,0,5,5,5,5,5
1574,0.0042466184334696,9,0,6,6,5,5,5
10,0.0042466184334696,6,0,5,5,5,5,5
20944,0.0042466184334696,8,0,4,4,4,4,4
2182,0.0042466184334696,7,0,6,6,6,6,6
17823,0.0042466184334696,10,0,3,3,3,3,3
5817,0.0042466184334696,12,0,8,9,8,8,8
1264,0.0042466184334696,3,0,3,3,3,3,3
1592,0.0042466184334696,7,0,3,3,3,3,3
46381,0.0042466184334696,6,0,2,2,2,2,2
11385,0.0042466184334696,10,0,6,6,6,6,6
6008,0.0042466184334696,5,0,3,3,3,3,3
23737,0.0042466184334696,7,0,3,3,3,3,3
22544,0.0042466184334696,6,0,8,8,8,8,8
9910,0.0042466184334696,4,0,3,4,4,3,3
8458,0.004089336269267,6,0,6,6,6,5,6
11171,0.004089336269267,11,0,4,4,4,4,4
20827,0.004089336269267,0,0,4,4,4,4,4
2967,0.004089336269267,5,0,4,4,4,4,4
794,0.004089336269267,8,0,7,5,4,6,7
2299,0.004089336269267,9,0,10,10,10,10,10
11141,0.004089336269267,8,0,3,3,4,3,3
14518,0.004089336269267,7,0,4,4,4,4,4
8497,0.004089336269267,5,0,1,2,2,4,1
6566,0.004089336269267,6,0,5,5,5,5,5
22279,0.004089336269267,8,0,2,2,2,2,2
1486,0.004089336269267,5,0,5,5,5,5,5
13868,0.004089336269267,4,0,4,4,4,4,4
22738,0.004089336269267,6,0,5,6,6,5,5
2480,0.004089336269267,9,0,4,4,4,4,4
3916,0.004089336269267,13,0,2,2,2,2,2
3623,0.004089336269267,6,0,2,2,2,2,2
10524,0.004089336269267,7,0,7,7,7,7,7
9059,0.004089336269267,12,0,4,4,4,4,3
17676,0.004089336269267,6,0,5,5,5,5,5
1087,0.004089336269267,13,0,2,2,3,4,2
1628,0.004089336269267,9,0,3,3,3,3,3
20475,0.004089336269267,5,0,7,7,7,7,7
14922,0.004089336269267,6,0,6,6,6,6,6
3225,0.004089336269267,11,0,5,5,5,5,5
1937,0.004089336269267,5,0,2,3,3,4,3
22061,0.004089336269267,13,0,3,3,3,3,3
10209,0.004089336269267,6,0,7,7,7,7,7
6125,0.004089336269267,9,0,7,7,7,6,7
22602,0.004089336269267,13,0,12,11,12,12,12
1768,0.004089336269267,8,0,7,7,7,7,6
1521,0.004089336269267,9,0,4,4,4,4,4
18001,0.004089336269267,7,0,7,6,6,7,7
2736,0.004089336269267,5,0,4,4,4,4,4
5815,0.004089336269267,9,0,7,7,6,7,7
2205,0.004089336269267,11,0,6,6,6,6,6
1831,0.004089336269267,11,0,3,2,2,4,3
3550,0.004089336269267,8,0,6,6,6,6,6
22398,0.004089336269267,9,0,2,2,2,2,2
26042,0.004089336269267,10,0,6,6,5,6,6
27072,0.004089336269267,10,0,6,6,6,6,6
2120,0.004089336269267,7,0,2,2,2,2,2
8476,0.004089336269267,5,0,7,7,7,6,7
9036,0.004089336269267,10,0,6,6,6,6,6
3506,0.0039320541050644,6,0,3,3,3,3,3
18095,0.0039320541050644,6,0,5,6,5,6,5
2657,0.0039320541050644,9,0,2,2,2,2,2
1096,0.0039320541050644,3,0,6,5,6,6,6
11483,0.0039320541050644,5,0,5,5,5,5,5
18256,0.0039320541050644,4,0,3,3,3,3,3
21859,0.0039320541050644,9,0,1,1,1,1,1
9499,0.0039320541050644,5,0,8,8,8,8,8
1624,0.0039320541050644,8,0,6,5,5,6,6
735,0.0039320541050644,10,0,7,7,7,7,7
15661,0.0039320541050644,8,0,4,5,5,5,4
8545,0.0039320541050644,5,0,3,3,3,3,3
15732,0.0039320541050644,7,0,9,8,9,9,9
17538,0.0039320541050644,3,0,5,5,5,5,5
22910,0.0039320541050644,5,0,3,4,4,2,2
814,0.0039320541050644,7,0,5,5,5,5,5
25705,0.0039320541050644,7,0,4,4,4,4,4
2778,0.0039320541050644,7,0,2,2,2,2,2
3829,0.0039320541050644,9,0,2,2,2,2,2
8719,0.0039320541050644,4,0,3,3,3,3,3
1545,0.0039320541050644,10,0,5,5,5,5,5
5835,0.0039320541050644,10,0,6,4,5,4,6
35981,0.0039320541050644,7,0,2,2,2,2,2
888,0.0039320541050644,7,0,4,4,4,4,4
12178,0.0039320541050644,3,0,3,3,3,3,3
29832,0.0039320541050644,9,0,7,6,7,7,7
7238,0.0039320541050644,2,0,8,8,8,7,8
2209,0.0039320541050644,5,0,5,5,5,5,5
1985,0.0039320541050644,8,0,6,7,7,4,6
10977,0.0039320541050644,8,0,5,5,5,5,5
5644,0.0039320541050644,12,0,4,4,4,4,4
8958,0.0037747719408619,15,0,5,5,5,5,5
9926,0.0037747719408619,5,0,4,4,4,4,4
22780,0.0037747719408619,6,0,3,3,3,3,3
1833,0.0037747719408619,8,0,4,4,4,3,4
13075,0.0037747719408619,9,0,7,6,6,6,7
49372,0.0037747719408619,5,0,5,4,4,5,5
12533,0.0037747719408619,4,0,6,6,6,5,6
296,0.0037747719408619,11,0,2,2,2,2,2
16264,0.0037747719408619,8,0,4,4,4,4,4
11130,0.0037747719408619,6,0,5,5,5,5,5
1548,0.0037747719408619,5,0,4,4,4,4,4
6495,0.0037747719408619,10,0,4,4,4,4,4
3305,0.0037747719408619,6,0,6,6,6,6,6
29831,0.0037747719408619,5,0,7,7,7,7,7
875,0.0037747719408619,11,0,3,3,3,3,3
1938,0.0037747719408619,9,0,9,9,9,9,9
36615,0.0037747719408619,4,0,6,6,6,6,6
12049,0.0037747719408619,7,0,3,3,3,3,3
6350,0.0037747719408619,6,0,4,4,4,4,4
24704,0.0037747719408619,10,0,6,6,6,6,6
3778,0.0037747719408619,8,0,4,5,5,4,4
11987,0.0037747719408619,7,0,7,7,7,7,6
2089,0.0037747719408619,9,0,3,3,3,3,3
56397,0.0037747719408619,8,0,3,3,2,1,3
2897,0.0037747719408619,6,0,6,6,6,6,6
16585,0.0037747719408619,7,0,5,5,5,5,5
6139,0.0037747719408619,3,0,7,7,7,7,7
11625,0.0037747719408619,11,0,2,2,2,2,2
3337,0.0037747719408619,4,0,7,7,7,7,7
36854,0.0037747719408619,6,0,3,3,3,3,3
3057,0.0037747719408619,2,0,3,3,3,3,3
43405,0.0037747719408619,6,0,3,3,3,3,3
10022,0.0037747719408619,12,0,5,5,5,5,5
1727,0.0037747719408619,5,0,2,2,2,2,2
10754,0.0037747719408619,3,0,3,3,3,3,3
2057,0.0037747719408619,5,0,6,6,6,6,6
21616,0.0037747719408619,8,0,6,6,6,6,6
14728,0.0037747719408619,5,0,3,3,3,3,3
3046,0.0037747719408619,9,0,8,8,8,8,8
31314,0.0037747719408619,9,0,3,2,3,3,3
11199,0.0037747719408619,11,0,9,9,9,9,9
15324,0.0037747719408619,9,0,4,4,4,4,4
1575,0.0037747719408619,5,0,3,5,5,4,3
1626,0.0037747719408619,8,0,3,4,4,3,3
23724,0.0037747719408619,9,0,7,7,7,5,6
3428,0.0037747719408619,15,0,7,8,8,8,7
17539,0.0037747719408619,4,0,2,2,2,2,2
15149,0.0037747719408619,5,0,4,4,4,5,4
9670,0.0036174897766593,5,0,3,4,4,3,3
812,0.0036174897766593,12,0,0,0,0,0,0
810,0.0036174897766593,9,0,0,1,1,0,1
12254,0.0036174897766593,10,0,3,3,3,3,3
3113,0.0036174897766593,6,0,4,4,4,4,4
22758,0.0036174897766593,4,0,4,4,4,4,4
9378,0.0036174897766593,8,0,3,3,2,3,3
3828,0.0036174897766593,9,0,2,2,3,2,2
811,0.0036174897766593,8,0,4,4,4,3,3
725,0.0036174897766593,12,0,3,2,2,3,2
16505,0.0036174897766593,8,0,5,4,4,4,5
42980,0.0036174897766593,9,0,4,4,4,4,4
10798,0.0036174897766593,11,0,4,5,4,5,4
3835,0.0036174897766593,10,0,5,4,4,5,4
10113,0.0036174897766593,13,0,3,3,3,3,3
7835,0.0036174897766593,5,0,4,4,4,4,4
11179,0.0036174897766593,11,0,6,6,6,6,6
1659,0.0036174897766593,8,0,2,2,2,2,2
11699,0.0036174897766593,5,0,4,4,4,5,4
11985,0.0036174897766593,9,0,6,6,6,6,6
3498,0.0036174897766593,5,0,6,6,6,6,6
9517,0.0036174897766593,5,0,3,3,3,3,3
9097,0.0036174897766593,14,0,4,4,4,4,4
28679,0.0036174897766593,7,0,4,4,4,4,4
3753,0.0036174897766593,13,0,4,4,4,4,4
2988,0.0036174897766593,2,0,2,2,2,2,2
1276,0.0036174897766593,5,0,2,2,2,2,2
10756,0.0036174897766593,2,0,5,5,5,5,5
37870,0.0036174897766593,11,0,4,4,4,5,4
3111,0.0036174897766593,7,0,5,5,5,5,5
20041,0.0036174897766593,6,0,6,6,6,6,6
1344,0.0036174897766593,11,0,2,3,2,3,2
2266,0.0036174897766593,9,0,5,5,5,5,5
2743,0.0036174897766593,11,0,4,4,4,4,4
4195,0.0036174897766593,5,0,5,5,5,5,5
10021,0.0036174897766593,11,0,6,6,6,6,6
11833,0.0036174897766593,2,0,3,3,3,3,3
25785,0.0036174897766593,5,0,3,3,3,4,3
3568,0.0036174897766593,4,0,5,5,5,5,5
39149,0.0036174897766593,7,0,3,3,3,3,3
3588,0.0036174897766593,10,0,2,2,2,3,2
3263,0.0036174897766593,2,0,3,3,3,3,3
12444,0.0036174897766593,3,0,4,4,4,4,4
1101,0.0036174897766593,10,0,7,7,7,7,7
3601,0.0036174897766593,6,0,5,4,5,6,5
3626,0.0036174897766593,2,0,0,0,0,0,0
15455,0.0036174897766593,8,0,5,5,5,4,4
28716,0.0036174897766593,5,0,3,3,3,3,3
36637,0.0036174897766593,10,0,7,7,7,7,7
10225,0.0036174897766593,8,0,3,3,3,3,3
11579,0.0036174897766593,11,0,4,4,4,4,4
10224,0.0036174897766593,8,0,4,4,4,4,4
25029,0.0034602076124567,9,0,5,3,4,5,5
45050,0.0034602076124567,7,0,1,1,1,1,1
1251,0.0034602076124567,12,0,4,4,4,4,4
1373,0.0034602076124567,5,0,5,5,5,4,5
8527,0.0034602076124567,7,0,3,3,3,3,3
6248,0.0034602076124567,9,0,2,3,3,2,2
29834,0.0034602076124567,2,0,6,6,6,5,5
17501,0.0034602076124567,5,0,7,7,7,7,7
27198,0.0034602076124567,7,0,4,4,4,4,4
22557,0.0034602076124567,12,0,5,5,5,5,5
17677,0.0034602076124567,6,0,3,3,3,3,3
988,0.0034602076124567,8,0,4,4,4,4,4
3489,0.0034602076124567,7,0,3,3,3,3,3
23323,0.0034602076124567,7,0,5,5,4,5,4
2656,0.0034602076124567,8,0,3,3,3,3,3
7299,0.0034602076124567,7,0,3,3,3,3,3
1107,0.0034602076124567,14,0,2,3,2,3,2
9336,0.0034602076124567,9,0,8,8,8,8,8
21693,0.0034602076124567,11,0,4,4,4,4,4
32954,0.0034602076124567,6,0,3,3,3,3,3
17406,0.0034602076124567,6,0,1,1,1,1,1
9860,0.0034602076124567,3,0,6,5,5,5,5
3764,0.0034602076124567,15,0,3,3,3,3,3
20003,0.0034602076124567,5,0,4,4,4,4,4
12475,0.0034602076124567,6,0,5,5,5,5,5
3118,0.0034602076124567,10,0,3,3,3,3,3
11164,0.0034602076124567,12,0,2,2,2,3,2
11819,0.0034602076124567,8,0,1,1,1,1,1
13089,0.0034602076124567,8,0,3,3,3,3,3
13245,0.0034602076124567,4,0,2,2,2,2,2
9993,0.0034602076124567,8,0,2,2,2,2,2
676,0.0034602076124567,7,0,4,4,4,4,4
19952,0.0034602076124567,5,0,8,7,8,7,8
20245,0.0034602076124567,8,0,1,1,1,1,1
2273,0.0034602076124567,4,0,7,7,7,7,7
11870,0.0034602076124567,9,0,4,4,4,4,4
2300,0.0034602076124567,9,0,6,6,6,6,6
1181,0.0034602076124567,7,0,5,5,5,5,4
15147,0.0034602076124567,9,0,4,4,4,4,4
3437,0.0034602076124567,4,0,4,3,4,4,4
2662,0.0034602076124567,5,0,4,4,4,4,4
13603,0.0034602076124567,7,0,5,4,4,5,5
7264,0.0034602076124567,5,0,2,2,2,2,2
11593,0.0034602076124567,7,0,2,2,2,2,2
3508,0.0034602076124567,9,0,4,4,4,4,4
15252,0.0034602076124567,5,0,5,5,5,5,5
8625,0.0034602076124567,5,0,2,2,2,2,2
20285,0.0033029254482541,5,0,4,5,5,4,5
14362,0.0033029254482541,9,0,3,3,3,3,3
10238,0.0033029254482541,10,0,5,5,5,5,5
9334,0.0033029254482541,12,0,5,5,5,5,5
19945,0.0033029254482541,10,0,4,5,5,4,4
23799,0.0033029254482541,7,0,3,2,3,3,3
29835,0.0033029254482541,8,0,5,5,5,5,5
24381,0.0033029254482541,7,0,1,1,1,1,1
3162,0.0033029254482541,11,0,5,5,5,5,5
22362,0.0033029254482541,5,0,4,4,4,5,5
10862,0.0033029254482541,9,0,5,5,5,5,5
2208,0.0033029254482541,7,0,3,4,4,3,3
10794,0.0033029254482541,11,0,3,3,3,3,3
19838,0.0033029254482541,10,0,1,1,1,1,1
3234,0.0033029254482541,9,0,2,2,2,2,2
46924,0.0033029254482541,10,0,2,2,2,2,1
15708,0.0033029254482541,7,0,3,3,3,3,3
3331,0.0033029254482541,7,0,1,1,1,1,1
21681,0.0033029254482541,4,0,4,4,4,4,4
24371,0.0033029254482541,11,0,3,3,3,3,3
10098,0.0033029254482541,8,0,4,4,4,4,4
35651,0.0033029254482541,5,0,5,4,3,3,2
16252,0.0033029254482541,10,0,3,3,3,2,3
23099,0.0033029254482541,7,0,2,2,2,2,2
1549,0.0033029254482541,8,0,6,6,6,6,6
3793,0.0033029254482541,7,0,3,4,4,3,3
27218,0.0033029254482541,9,0,4,4,4,3,4
2440,0.0033029254482541,7,0,5,4,4,5,4
45144,0.0033029254482541,7,0,5,4,5,5,5
4714,0.0033029254482541,8,0,5,6,5,7,5
14566,0.0033029254482541,6,0,0,0,0,0,0
22361,0.0033029254482541,10,0,4,4,4,4,4
3749,0.0033029254482541,9,0,5,5,5,5,5
1489,0.0033029254482541,10,0,1,2,1,1,2
30257,0.0033029254482541,6,0,4,4,4,4,4
11111,0.0033029254482541,11,0,4,4,4,4,4
9107,0.0033029254482541,11,0,3,5,5,5,3
14294,0.0033029254482541,6,0,1,1,1,1,1
4686,0.0033029254482541,15,0,5,5,5,5,5
36346,0.0033029254482541,7,0,2,4,3,3,3
6564,0.0033029254482541,7,0,6,7,7,7,6
11949,0.0033029254482541,9,0,6,6,6,6,6
29906,0.0033029254482541,5,0,3,3,3,3,3
12611,0.0033029254482541,10,0,5,5,5,5,5
35849,0.0033029254482541,5,0,3,3,3,4,4
2919,0.0033029254482541,9,0,3,3,3,3,3
6353,0.0033029254482541,15,0,3,3,3,4,3
23871,0.0033029254482541,7,0,4,4,4,4,4
25044,0.0033029254482541,10,0,5,5,5,5,5
2986,0.0033029254482541,8,0,4,4,4,3,4
11512,0.0033029254482541,4,0,5,5,5,5,5
12867,0.0033029254482541,9,0,3,3,3,3,3
1681,0.0033029254482541,6,0,9,10,10,9,9
6274,0.0033029254482541,4,0,3,3,4,4,3
33618,0.0033029254482541,11,0,6,6,6,8,7
2998,0.0033029254482541,11,0,7,7,7,7,7
2304,0.0033029254482541,10,0,3,3,3,3,3
6280,0.0033029254482541,7,0,5,5,5,5,5
23140,0.0033029254482541,14,0,8,7,7,7,8
1525,0.0033029254482541,9,0,2,2,2,2,2
36832,0.0033029254482541,9,0,5,6,6,6,5
11063,0.0033029254482541,10,0,1,1,1,1,1
16159,0.0033029254482541,5,0,6,6,6,6,6
11105,0.0033029254482541,13,0,3,4,4,3,3
2997,0.0033029254482541,10,0,2,2,2,2,1
15795,0.0033029254482541,13,0,2,2,2,2,2
11362,0.0033029254482541,8,0,8,8,8,8,8
9365,0.0033029254482541,6,0,2,2,2,2,2
6211,0.0031456432840515,11,0,2,2,2,2,2
11822,0.0031456432840515,7,0,5,5,6,5,5
865,0.0031456432840515,12,0,4,4,4,4,4
18368,0.0031456432840515,8,0,4,4,4,4,4
422,0.0031456432840515,6,0,6,6,6,6,6
1142,0.0031456432840515,7,0,5,5,5,5,5
1612,0.0031456432840515,12,0,7,7,7,7,7
2594,0.0031456432840515,9,0,6,4,5,6,6
10786,0.0031456432840515,8,0,4,4,4,4,4
13752,0.0031456432840515,8,0,5,5,5,5,5
11223,0.0031456432840515,12,0,4,4,4,4,4
1285,0.0031456432840515,13,0,8,8,8,8,8
28675,0.0031456432840515,6,0,3,3,3,4,4
14950,0.0031456432840515,10,0,3,3,3,3,3
2749,0.0031456432840515,2,0,3,3,3,3,2
16317,0.0031456432840515,7,0,4,6,4,5,5
4011,0.0031456432840515,10,0,3,4,4,4,4
17699,0.0031456432840515,12,0,3,3,3,3,3
11664,0.0031456432840515,10,0,7,7,7,7,7
3537,0.0031456432840515,15,0,2,2,2,2,2
18262,0.0031456432840515,7,0,4,4,4,3,4
12573,0.0031456432840515,11,0,1,1,1,1,1
8837,0.0031456432840515,11,0,9,9,9,9,9
1129,0.0031456432840515,7,0,4,4,4,4,4
26945,0.0031456432840515,4,0,3,3,3,3,3
8544,0.0031456432840515,8,0,2,2,2,2,2
14946,0.0031456432840515,9,0,3,3,3,3,3
36184,0.0031456432840515,10,0,5,5,5,5,5
9015,0.0031456432840515,8,0,7,7,7,7,7
15242,0.0031456432840515,5,0,5,5,5,5,5
11106,0.0031456432840515,6,0,3,3,3,3,3
1754,0.0031456432840515,9,0,3,3,3,3,3
12320,0.0031456432840515,15,0,2,2,2,2,2
26012,0.0031456432840515,11,0,3,3,3,3,4
10626,0.0031456432840515,9,0,4,4,4,4,4
3700,0.0031456432840515,7,0,4,4,4,4,4
3768,0.0031456432840515,9,0,6,6,6,6,6
17695,0.0031456432840515,6,0,3,3,3,3,3
2984,0.0031456432840515,9,0,3,3,3,3,3
3004,0.0031456432840515,8,0,5,6,5,5,5
18016,0.0031456432840515,6,0,3,3,3,3,3
2922,0.0031456432840515,9,0,4,4,4,4,4
9936,0.0031456432840515,10,0,5,5,5,5,5
1645,0.0031456432840515,11,0,2,1,1,2,2
3881,0.0031456432840515,8,0,3,3,3,3,3
890,0.0031456432840515,8,0,2,2,2,2,2
3399,0.0031456432840515,8,0,9,9,9,9,9
18094,0.0031456432840515,6,0,3,3,3,3,3
34244,0.0031456432840515,8,0,3,3,3,3,3
14681,0.0031456432840515,6,0,2,2,2,2,2
33414,0.0031456432840515,6,0,3,2,2,2,3
18237,0.0031456432840515,10,0,3,2,2,3,3
1094,0.0031456432840515,11,0,4,4,4,4,4
3012,0.0031456432840515,11,0,4,4,4,4,4
27100,0.0031456432840515,11,0,4,4,4,4,4
19135,0.0031456432840515,10,0,4,4,4,4,4
527,0.0031456432840515,4,0,4,4,4,4,4
14403,0.0031456432840515,8,0,3,3,3,2,3
10526,0.0031456432840515,11,0,6,7,7,6,6
940,0.002988361119849,7,0,1,3,3,2,1
13355,0.002988361119849,6,0,3,4,4,3,3
30004,0.002988361119849,11,0,3,3,3,3,3
19199,0.002988361119849,9,0,4,4,4,4,4
9349,0.002988361119849,9,0,4,4,4,4,4
10901,0.002988361119849,9,0,5,5,5,5,5
3192,0.002988361119849,10,0,5,5,5,5,5
16027,0.002988361119849,5,0,1,1,1,1,1
37625,0.002988361119849,10,0,2,2,2,2,2
1438,0.002988361119849,7,0,8,7,7,8,8
20166,0.002988361119849,7,0,3,3,3,3,3
9903,0.002988361119849,8,0,0,1,0,1,1
24418,0.002988361119849,9,0,3,3,3,3,3
30072,0.002988361119849,7,0,4,4,4,4,4
26512,0.002988361119849,10,0,5,5,5,4,5
17885,0.002988361119849,9,0,2,2,2,2,2
20515,0.002988361119849,5,0,0,0,0,0,0
3932,0.002988361119849,8,0,0,1,1,1,0
10927,0.002988361119849,7,0,3,3,3,3,3
15109,0.002988361119849,11,0,3,2,2,3,3
2858,0.002988361119849,5,0,2,2,2,2,2
162,0.002988361119849,6,0,4,4,4,4,4
2542,0.002988361119849,5,0,2,2,2,2,2
10943,0.002988361119849,7,0,4,4,4,4,4
20115,0.002988361119849,6,0,3,3,3,3,3
2877,0.002988361119849,13,0,6,6,6,6,6
3574,0.002988361119849,5,0,3,3,3,3,3
33911,0.002988361119849,8,0,4,4,4,4,4
21618,0.002988361119849,11,0,6,6,6,6,6
17696,0.002988361119849,2,0,2,2,3,2,3
2216,0.002988361119849,5,0,3,3,3,3,3
14920,0.002988361119849,8,0,6,6,6,6,6
9532,0.002988361119849,14,0,4,4,4,4,4
8715,0.002988361119849,9,0,0,0,0,0,0
29833,0.002988361119849,9,0,5,5,5,5,5
46417,0.002988361119849,8,0,3,3,3,2,3
1383,0.002988361119849,6,0,9,8,8,8,9
22744,0.002988361119849,10,0,2,2,2,2,2
1935,0.002988361119849,7,0,3,4,4,4,4
3762,0.002988361119849,9,0,6,6,6,6,6
21139,0.002988361119849,8,0,1,1,1,1,1
30047,0.002988361119849,11,0,0,0,0,0,0
24690,0.002988361119849,7,0,2,2,2,1,2
9676,0.002988361119849,5,0,4,3,3,5,4
20196,0.002988361119849,7,0,5,5,5,5,5
11950,0.002988361119849,6,0,4,4,4,4,4
5547,0.002988361119849,8,0,5,5,5,5,5
21552,0.002988361119849,10,0,3,3,3,3,3
1680,0.002988361119849,6,0,1,1,1,1,1
33756,0.002988361119849,10,0,5,5,5,6,5
1917,0.002988361119849,11,0,3,4,3,4,4
1586,0.002988361119849,5,0,3,2,2,3,3
59242,0.002988361119849,8,0,3,3,3,3,3
31245,0.002988361119849,9,0,1,1,1,1,1
2225,0.002988361119849,12,0,6,4,5,5,6
12714,0.002988361119849,13,0,5,5,5,5,5
26146,0.002988361119849,3,0,4,4,4,3,4
1471,0.002988361119849,6,0,4,4,4,4,4
35006,0.002988361119849,8,0,2,1,2,1,2
15407,0.002988361119849,7,0,6,6,6,6,6
36724,0.002988361119849,10,0,4,4,4,5,4
1759,0.002988361119849,4,0,6,6,6,6,6
12206,0.002988361119849,10,0,2,2,2,2,2
11221,0.002988361119849,5,0,3,3,3,2,2
9353,0.002988361119849,7,0,4,5,5,5,5
18838,0.002988361119849,4,0,7,7,7,7,6
13372,0.002988361119849,8,0,2,2,2,2,2
2572,0.002988361119849,5,0,3,3,3,3,3
28666,0.002988361119849,11,0,5,5,5,4,5
2430,0.002988361119849,7,0,3,2,3,3,3
11823,0.002988361119849,13,0,2,2,2,2,2
36738,0.002988361119849,5,0,4,4,4,4,3
1947,0.002988361119849,9,0,7,7,7,7,7
6120,0.002988361119849,7,0,3,3,3,3,3
15244,0.002988361119849,6,0,4,5,5,4,4
2198,0.002988361119849,12,0,5,4,5,5,5
20302,0.0028310789556464,4,0,6,5,5,4,5
28680,0.0028310789556464,8,0,6,6,6,6,6
19835,0.0028310789556464,10,0,2,2,2,2,2
2992,0.0028310789556464,2,0,3,3,3,3,3
11339,0.0028310789556464,7,0,0,0,0,0,0
33628,0.0028310789556464,10,0,2,1,1,1,2
19943,0.0028310789556464,9,0,4,4,4,4,4
4040,0.0028310789556464,5,0,2,2,2,2,2
65156,0.0028310789556464,11,0,2,2,2,2,2
20182,0.0028310789556464,11,0,4,3,3,3,4
11243,0.0028310789556464,7,0,4,4,6,5,4
23462,0.0028310789556464,6,0,4,4,4,4,4
29436,0.0028310789556464,8,0,1,0,0,0,1
26701,0.0028310789556464,9,0,4,4,4,4,4
8832,0.0028310789556464,11,0,5,5,5,6,5
20144,0.0028310789556464,9,0,3,3,3,3,3
19694,0.0028310789556464,12,0,0,0,0,0,0
22519,0.0028310789556464,9,0,4,4,4,5,5
7095,0.0028310789556464,6,0,3,3,3,2,2
36128,0.0028310789556464,6,0,3,2,3,3,3
26583,0.0028310789556464,8,0,5,5,6,5,6
23297,0.0028310789556464,8,0,2,2,2,2,2
5617,0.0028310789556464,7,0,4,4,4,4,4
23319,0.0028310789556464,10,0,5,5,5,5,5
10936,0.0028310789556464,11,0,5,5,5,5,5
2904,0.0028310789556464,8,0,3,4,5,4,3
21172,0.0028310789556464,5,0,4,4,4,4,4
9432,0.0028310789556464,8,0,4,4,4,4,4
10755,0.0028310789556464,10,0,3,3,3,3,3
10087,0.0028310789556464,10,0,3,3,3,3,3
22636,0.0028310789556464,5,0,3,3,3,3,3
11023,0.0028310789556464,5,0,2,2,2,2,2
11041,0.0028310789556464,8,0,2,1,1,2,2
42979,0.0028310789556464,14,0,3,3,3,3,3
2704,0.0028310789556464,10,0,5,5,5,5,5
87,0.0028310789556464,5,0,6,6,6,6,6
4708,0.0028310789556464,14,0,3,3,3,3,3
3815,0.0028310789556464,7,0,4,4,4,4,4
22594,0.0028310789556464,6,0,5,5,5,5,5
10601,0.0028310789556464,10,0,1,1,1,1,1
24343,0.0028310789556464,4,0,5,5,5,5,4
7143,0.0028310789556464,10,0,4,4,4,4,4
11112,0.0028310789556464,9,0,2,2,2,2,2
690,0.0028310789556464,10,0,1,1,1,1,1
949,0.0028310789556464,8,0,4,4,4,4,4
6244,0.0028310789556464,5,0,3,3,3,3,3
941,0.0028310789556464,7,0,5,4,5,3,4
9554,0.0028310789556464,12,0,2,2,2,2,2
19920,0.0028310789556464,7,0,5,5,5,4,5
9924,0.0028310789556464,12,0,2,2,2,2,2
21540,0.0028310789556464,7,0,3,3,1,3,3
923,0.0028310789556464,8,0,4,4,4,4,4
